class,family,genus,species,spanish_name,english_name
Magnoliopsida,Plantaginaceae,Veronica,prostrata,,Prostrate speedwell
Magnoliopsida,Plantaginaceae,Veronica,serpyllifolia,,Thyme-leaved speedwell
Magnoliopsida,Plantaginaceae,Veronica,spicata,Verónica espigada,Spiked speedwell
Magnoliopsida,Plantaginaceae,Veronica,urticifolia,,
Magnoliopsida,Platanaceae,Platanus,hispanica,Plátano,London plane
Magnoliopsida,Platanaceae,Platanus,orientalis,Plátano oriental,Oriental plane
Magnoliopsida,Plumbaginaceae,Armeria,alliacea,,
Magnoliopsida,Plumbaginaceae,Armeria,arenaria,,
Magnoliopsida,Plumbaginaceae,Armeria,pungens,,
Magnoliopsida,Plumbaginaceae,Armeria,splenders,,
Magnoliopsida,Plumbaginaceae,Armeria,maritima,Armeria marítima,Thrift / Sea pink
Magnoliopsida,Plumbaginaceae,Plumbago,europaea,Belesa,
Liliopsida,Poaceae,Achnatherum,bromoides,,
Liliopsida,Poaceae,Achnatherum,calamagrostis,Lastón blanco,Silver spike grass
Liliopsida,Poaceae,Aegilops,biuncialis,,
Liliopsida,Poaceae,Aegilops,caudata,,
Liliopsida,Poaceae,Aegilops,ovata,,
Liliopsida,Poaceae,Aegilops,geniculata,,
Liliopsida,Poaceae,Aegilops,peregrina,,
Liliopsida,Poaceae,Aegilops,speltoides,,
Liliopsida,Poaceae,Aegilops,tauschii,,
Liliopsida,Poaceae,Aegilops,triuncialis,,
Liliopsida,Poaceae,Aegilops,ventricosa,,
Liliopsida,Poaceae,Agrostis,capillaris,Agrostis,Common bent
Liliopsida,Poaceae,Agrostis,castellana,,
Liliopsida,Poaceae,Agrostis,nebulosa,Nébula,Cloud grass
Liliopsida,Poaceae,Agrostis,stolonifera,Agrostis estolonífera,Creeping bent
Liliopsida,Poaceae,Aira,caryophyllea,,Silver hair-grass
Liliopsida,Poaceae,Alopecurus,lanatus,,
Liliopsida,Poaceae,Alopecurus,myosuroides,Cola de ratón,Black-grass
Liliopsida,Poaceae,Alopecurus,pratensis,Cola de zorro,Meadow foxtail
Liliopsida,Poaceae,Ampelodaemos,mauritanicus,,
Liliopsida,Poaceae,Anisantha,rigida,,
Liliopsida,Poaceae,Anisantha,sterilis,,Barren brome
Liliopsida,Poaceae,Anisantha,tectorum,,Drooping brome
Liliopsida,Poaceae,Avena,barbata,Avena barbada,Slender oat
Liliopsida,Poaceae,Avena,fatua,Avena loca,Wild oat
Liliopsida,Poaceae,Avena,sativa,Avena,Oat
Liliopsida,Poaceae,Avena,sterilis,Avena estéril,Animated oat
Liliopsida,Poaceae,Avena,strigosa,Avena negra,Black oat
Liliopsida,Poaceae,Avenula,bromoides,,
Liliopsida,Poaceae,Avenula,pubescens,,Hairy oat
Liliopsida,Poaceae,Brachypodium,distachyon,Brachypodio,False brome
Liliopsida,Poaceae,Brachypodium,pinnatum,Brachypodio pinnado,Tor grass
Liliopsida,Poaceae,Brachypodium,sylvaticum,Brachypodio silvestre,False brome
Liliopsida,Poaceae,Briza,maxima,Lágrimas de la Virgen,Greater quaking grass
Liliopsida,Poaceae,Briza,media,Briza,Quaking grass
Liliopsida,Poaceae,Bromus,arvensis,Bromo de campo,Field brome
Liliopsida,Poaceae,Bromus,erectus,Bromo erecto,Upright brome
Liliopsida,Poaceae,Bromus,hordeaceus,Bromo blando,Soft brome
Liliopsida,Poaceae,Bromus,lanceolatus,,
Liliopsida,Poaceae,Bromus,madritensis,Bromo de Madrid,Compact brome
Liliopsida,Poaceae,Bromus,ramosus,Bromo ramoso,Hairy brome
Liliopsida,Poaceae,Bromus,rigidus,,Rigid brome
Liliopsida,Poaceae,Bromus,rubens,,Red brome
Liliopsida,Poaceae,Bromus,secalinus,,Rye brome
Liliopsida,Poaceae,Bromus,sterilis,Bromo estéril,Barren brome
Liliopsida,Poaceae,Bromus,tectorum,,Drooping brome
Liliopsida,Poaceae,Cutandia,divaricata,,
Liliopsida,Poaceae,Cutandia,maritima,,
Liliopsida,Poaceae,Cynodon,dactylon,Grama,Bermuda grass
Liliopsida,Poaceae,Cynosurus,cristatus,Cola de perro,Crested dogstail
Liliopsida,Poaceae,Dactylis,glomerata,Dáctilo,Cock's-foot
Liliopsida,Poaceae,Desmazeria,marina,,
Liliopsida,Poaceae,Festuca,arundinacea,Festuca cañuela,Tall fescue
Liliopsida,Poaceae,Festuca,elegans,,
Liliopsida,Poaceae,Festuca,heterophylla,,Various-leaved fescue
Liliopsida,Poaceae,Festuca,laevigata,,
Liliopsida,Poaceae,Festuca,myuros,,Rat's-tail fescue
Liliopsida,Poaceae,Festuca,ovina,Festuca ovina,Sheep's fescue
Liliopsida,Poaceae,Festuca,pratensis,Festuca de prado,Meadow fescue
Liliopsida,Poaceae,Festuca,punctoria,,
Liliopsida,Poaceae,Festuca,rubra,Festuca roja,Red fescue
Liliopsida,Poaceae,Festuca,trichophylla,,Slender creeping fescue
Liliopsida,Poaceae,Glyceria,fluitans,Gliceria flotante,Floating sweet-grass
Liliopsida,Poaceae,Holcus,lanatus,Holco lanoso,Yorkshire fog
Liliopsida,Poaceae,Holcus,mollis,Holco blando,Creeping soft-grass
Liliopsida,Poaceae,Hordeum,marinum,Cebada marina,Sea barley
Liliopsida,Poaceae,Hordeum,murinum,Cebada de ratón,Wall barley
Liliopsida,Poaceae,Hordeum,secalinum,,Meadow barley
Liliopsida,Poaceae,Hordeum,vulgare,Cebada,Barley
Liliopsida,Poaceae,Hordeum,vulgare ssp. distichon,Cebada de dos carreras,Two-row barley
Liliopsida,Poaceae,Hordeum,vulgare ssp. hexastichon,Cebada de seis carreras,Six-row barley
Liliopsida,Poaceae,Hordeum,vulgare ssp. vulgare,Cebada desnuda,Naked barley
Liliopsida,Poaceae,Leersial,oryzoides,,
Liliopsida,Poaceae,Lolium,multiflorum,Ballico italiano,Italian ryegrass
Liliopsida,Poaceae,Lolium,perenne,Ballico,Perennial ryegrass
Liliopsida,Poaceae,Lolium,rigidum,Ballico rígido,
Liliopsida,Poaceae,Lolium,temulentum,Zizaña,Darnel
Liliopsida,Poaceae,Lygeum,spartum,Esparto basto,
Liliopsida,Poaceae,Molinia,caerulea,Molinia azul,Purple moor-grass
Liliopsida,Poaceae,Oryza,sativa,Arroz,Rice
Liliopsida,Poaceae,Oryzopsis,coerulescens,,
Liliopsida,Poaceae,Oryzopsis,miliacea,Millo,
Liliopsida,Poaceae,Phleum,alpinum,,Alpine cat's-tail
Liliopsida,Poaceae,Phleum,bertolonii,,
Liliopsida,Poaceae,Phleum,hirsutum,,
Liliopsida,Poaceae,Phleum,nodosum,,
Liliopsida,Poaceae,Phleum,paniculatum,,
Liliopsida,Poaceae,Phleum,phleoides,,
Liliopsida,Poaceae,Phleum,pratense,Fleo,Timothy grass
Liliopsida,Poaceae,Phleum,rhaeticum,,
Liliopsida,Poaceae,Phragmites,australis,Carrizo,Common reed
Liliopsida,Poaceae,Poa,alpina,Poa alpina,Alpine meadow grass
Liliopsida,Poaceae,Poa,annua,Poa anual,Annual meadow grass
Liliopsida,Poaceae,Poa,bulbosa,Poa bulbosa,Bulbous meadow grass
Liliopsida,Poaceae,Poa,chaixii,,
Liliopsida,Poaceae,Poa,nemoralis,,Wood meadow grass
Liliopsida,Poaceae,Poa,pratensis,Poa de prado,Smooth meadow grass
Liliopsida,Poaceae,Poa,trivialis,Poa trivial,Rough meadow grass
Liliopsida,Poaceae,Setaria,italica,Panizo,Foxtail millet
Liliopsida,Poaceae,Setaria,pumila,,Yellow foxtail
Liliopsida,Poaceae,Setaria,verticillata,,
Liliopsida,Poaceae,Sorghum,bicolor,Sorgo,Sorghum
Liliopsida,Poaceae,Sorghum,halepense,Sorgo de Alepo,Johnson grass
Liliopsida,Poaceae,Stipa,gigantea,Espartera,Giant feather grass
Liliopsida,Poaceae,Stipa,junceo,,
Liliopsida,Poaceae,Stipa,pennata,Stipa,Feather grass
Liliopsida,Poaceae,Stipa,pulcherrima,,
Liliopsida,Poaceae,Stipa,tenacissima,Esparto,Esparto grass
Liliopsida,Poaceae,Trisetum,flavescens,Triseto,Yellow oat grass
Liliopsida,Poaceae,Trisetum,paniceum,,
Liliopsida,Poaceae,Triticum,aestivum,Trigo,Wheat
Liliopsida,Poaceae,Triticum,boeticum,,
Liliopsida,Poaceae,Triticum,dicoccon,Espelta menor,Emmer
Liliopsida,Poaceae,Triticum,durum,Trigo duro,Durum wheat
Liliopsida,Poaceae,Triticum,monococcum,Escanda menor,Einkorn wheat
Liliopsida,Poaceae,Triticum,spelta,Espelta,Spelt
Liliopsida,Poaceae,Triticum,tauschii,,
Liliopsida,Poaceae,Triticum,timopheevii,,
Liliopsida,Poaceae,Triticum,turgidum,Trigo redondo,Rivet wheat
Liliopsida,Poaceae,Triticum,vagans,,
Magnoliopsida,Polygalaceae,Polygala,calcarea,,
Magnoliopsida,Polygalaceae,Polygala,comosa,,
Magnoliopsida,Polygalaceae,Polygala,nicaeensis,,
Magnoliopsida,Polygalaceae,Polygala,rupestris,,
Magnoliopsida,Polygalaceae,Polygala,vulgaris,Polígala vulgar,Common milkwort
Magnoliopsida,Polygonaceae,Fallopia,convolvulus,,Black bindweed
Magnoliopsida,Polygonaceae,Fallopia,dumetorum,,
Magnoliopsida,Polygonaceae,Persicaria,bistorta,Bistorta,Common bistort
Magnoliopsida,Polygonaceae,Persicaria,hydropiper,Pimienta de agua,Water pepper
Magnoliopsida,Polygonaceae,Persicaria,lapathifolia,,Pale persicaria
Magnoliopsida,Polygonaceae,Persicaria,minor,,Small water pepper
Magnoliopsida,Polygonaceae,Persicaria,maculosa,Persicaria,Redshank
Magnoliopsida,Polygonaceae,Polygonum,aviculare,Centinodia,Knotgrass
Magnoliopsida,Polygonaceae,Polygonum,maritimum,,Sea knotgrass
Magnoliopsida,Polygonaceae,Rumex,acetosa,Acedera,Common sorrel
Magnoliopsida,Polygonaceae,Rumex,acetosella,Acedera menor,Sheep's sorrel
Magnoliopsida,Polygonaceae,Rumex,aquaticus,,Water dock
Magnoliopsida,Polygonaceae,Rumex,arifolius,,
Magnoliopsida,Polygonaceae,Rumex,bucephalophorus,,
Magnoliopsida,Polygonaceae,Rumex,conglomeratus,Romaza,Clustered dock
Magnoliopsida,Polygonaceae,Rumex,crispus,Romaza crespa,Curled dock
Magnoliopsida,Polygonaceae,Rumex,cristatus,,
Magnoliopsida,Polygonaceae,Rumex,hydrolapathum,,Water dock
Magnoliopsida,Polygonaceae,Rumex,intermedius,,
Magnoliopsida,Polygonaceae,Rumex,longifolius,,Northern dock
Magnoliopsida,Polygonaceae,Rumex,montanus,,
Magnoliopsida,Polygonaceae,Rumex,obtusifolius,Romaza,Broad-leaved dock
Magnoliopsida,Polygonaceae,Rumex,palustris,,Marsh dock
Magnoliopsida,Polygonaceae,Rumex,pulcher,,Fiddle dock
Magnoliopsida,Polygonaceae,Rumex,scutatus,,French sorrel
Magnoliopsida,Polygonaceae,Rumex,sanguineus,Romaza sanguínea,Wood dock
Polypodiopsida,Polypodiaceae,Polypodium,cambricum,,Southern polypody
Polypodiopsida,Polypodiaceae,Polypodium,interjectum,,Intermediate polypody
Polypodiopsida,Polypodiaceae,Polypodium,vulgare,Polipolio,Common polypody
Magnoliopsida,Primulaceae,Anagallis,arvensis,Murajes,Scarlet pimpernel
Magnoliopsida,Primulaceae,Anagallis,foemina,,Blue pimpernel
Magnoliopsida,Primulaceae,Coris,monspeliensis,,
Magnoliopsida,Primulaceae,Cyclamen,hederifolium,Ciclamen,Cyclamen
Magnoliopsida,Primulaceae,Lysimachia,ephemerum,,
Magnoliopsida,Primulaceae,Lysimachia,foemina,,
Magnoliopsida,Primulaceae,Lysimachia,nummularia,Hierba de la moneda,Creeping-Jenny
Magnoliopsida,Primulaceae,Lysimachia,punctata,Lisimaquia puntada,Yellow loosestrife
Magnoliopsida,Primulaceae,Lysimachia,vulgaris,Lisimaquia,Garden loosestrife
Magnoliopsida,Primulaceae,Primula,auricula,Oreja de oso,Auricula
Magnoliopsida,Primulaceae,Primula,elatior,Primavera,Oxlip
Magnoliopsida,Primulaceae,Primula,farinosa,,Bird's eye primrose
Magnoliopsida,Primulaceae,Primula,grandiflora,,
Magnoliopsida,Primulaceae,Primula,integrifolia,,
Magnoliopsida,Primulaceae,Primula,latifolia,,
Magnoliopsida,Primulaceae,Primula,longiflora,,
Magnoliopsida,Primulaceae,Primula,vulgaris,Primavera,Primrose
Polypodiopsida,Pteridaceae,Adiantum,capillus-veneris,Culantrillo de pozo,Venus hair fern
Magnoliopsida,Ranunculaceae,Aconitum,anthora,,
Magnoliopsida,Ranunculaceae,Aconitum,lycoctonum,Acónito lobo,Wolf's bane
Magnoliopsida,Ranunculaceae,Aconitum,napellus,Acónito,Monkshood
Magnoliopsida,Ranunculaceae,Aconitum,variegatum,,
Magnoliopsida,Ranunculaceae,Aconitum,vulparia,,
Magnoliopsida,Ranunculaceae,Actaea,spicata,Hierba de San Cristóbal,Baneberry
Magnoliopsida,Ranunculaceae,Adonis,aestivalis,Ojo de perdiz,Summer pheasant's eye
Magnoliopsida,Ranunculaceae,Adonis,annua,Adonis anual,Pheasant's eye
Magnoliopsida,Ranunculaceae,Adonis,vernalis,Adonis de primavera,Spring pheasant's eye
Magnoliopsida,Ranunculaceae,Anemone,alpina,,Alpine anemone
Magnoliopsida,Ranunculaceae,Anemone,coronaria,Anemone de jardín,Poppy anemone
Magnoliopsida,Ranunculaceae,Anemone,hepatica,Hepática,Hepatica
Magnoliopsida,Ranunculaceae,Anemone,narcissiflora,,
Magnoliopsida,Ranunculaceae,Anemone,nemorosa,Anémona de bosque,Wood anemone
Magnoliopsida,Ranunculaceae,Anemone,palmata,,
Magnoliopsida,Ranunculaceae,Anemone,pratensis,,Meadow anemone
Magnoliopsida,Ranunculaceae,Anemone,pulsatilla,Pulsatila,Pasque flower
Magnoliopsida,Ranunculaceae,Anemone,sylvestris,Anémona silvestre,Snowdrop anemone
Magnoliopsida,Ranunculaceae,Anemone,ranunculoides,,Yellow anemone
Magnoliopsida,Ranunculaceae,Aquilegia,cazorlenesis,,
Magnoliopsida,Ranunculaceae,Aquilegia,vulgaris,Aguileña,Columbine
Magnoliopsida,Ranunculaceae,Ceratocephala,falcata,,
Magnoliopsida,Ranunculaceae,Clematis,campaniflora,,
Magnoliopsida,Ranunculaceae,Clematis,flammula,Clemátide,Fragrant clematis
Magnoliopsida,Ranunculaceae,Clematis,integrifolia,,
Magnoliopsida,Ranunculaceae,Clematis,recta,,
Magnoliopsida,Ranunculaceae,Clematis,vitalba,Hierba de los mendigos,Traveller's joy
Magnoliopsida,Ranunculaceae,Delphinium,ajacis,Espuela de caballero,Larkspur
Magnoliopsida,Ranunculaceae,Delphinium,consolida,Espuela de caballero,Consolida
Magnoliopsida,Ranunculaceae,Delphinium,elatum,Delfinio,Tall larkspur
Magnoliopsida,Ranunculaceae,Delphinium,pictum,,
Magnoliopsida,Ranunculaceae,Eranthis,hiemalis,Acónito de invierno,Winter aconite
Magnoliopsida,Ranunculaceae,Helleborus,foetidus,Eléboro fétido,Stinking hellebore
Magnoliopsida,Ranunculaceae,Helleborus,niger,Rosa de Navidad,Christmas rose
Magnoliopsida,Ranunculaceae,Helleborus,viridis,Eléboro verde,Green hellebore
Magnoliopsida,Ranunculaceae,Hepatica,nobilis,Hepática,Hepatica
Magnoliopsida,Ranunculaceae,Nigella,arvensis,Arañuela,Wild fennel flower
Magnoliopsida,Ranunculaceae,Nigella,damascena,Arañuela,Love-in-a-mist
Magnoliopsida,Ranunculaceae,Nigella,hispanica,,
Magnoliopsida,Ranunculaceae,Ranunculus,aconitifolius,,Aconite-leaved buttercup
Magnoliopsida,Ranunculaceae,Ranunculus,acris,Ranúnculo,Meadow buttercup
Magnoliopsida,Ranunculaceae,Ranunculus,aquatilis,Ranúnculo acuático,Common water-crowfoot
Magnoliopsida,Ranunculaceae,Ranunculus,arvensis,Ranúnculo de los campos,Corn buttercup
Magnoliopsida,Ranunculaceae,Ranunculus,bulbosus,Ranúnculo bulboso,Bulbous buttercup
Magnoliopsida,Ranunculaceae,Ranunculus,ficaria,Celidonia menor,Lesser celandine
Magnoliopsida,Ranunculaceae,Ranunculus,flammula,Ranúnculo llama,Lesser spearwort
Magnoliopsida,Ranunculaceae,Ranunculus,gramineus,,Grass-leaved buttercup
Magnoliopsida,Ranunculaceae,Ranunculus,lanuginosus,,
Magnoliopsida,Ranunculaceae,Ranunculus,lingua,,Greater spearwort
Magnoliopsida,Ranunculaceae,Ranunculus,millefoliatus,,
Magnoliopsida,Ranunculaceae,Ranunculus,muricatus,,
Magnoliopsida,Ranunculaceae,Ranunculus,neopheliasus,,
Magnoliopsida,Ranunculaceae,Ranunculus,parnassifolius,,
Magnoliopsida,Ranunculaceae,Ranunculus,platanifolius,,
Magnoliopsida,Ranunculaceae,Ranunculus,polyanthemos,,
Magnoliopsida,Ranunculaceae,Ranunculus,repens,Ranúnculo rastrero,Creeping buttercup
Magnoliopsida,Ranunculaceae,Ranunculus,sardous,,Hairy buttercup
Magnoliopsida,Ranunculaceae,Ranunculus,sceleration,,Celery-leaved buttercup
Magnoliopsida,Ranunculaceae,Ranunculus,thora,,
Magnoliopsida,Ranunculaceae,Ranunculus,trilobus,,
Magnoliopsida,Ranunculaceae,Thalictrum,alpinum,Talictrón alpino,Alpine meadow-rue
Magnoliopsida,Ranunculaceae,Thalictrum,aquilegiifolium,Talictrón,Greater meadow-rue
Magnoliopsida,Ranunculaceae,Thalictrum,flavum,Talictrón amarillo,Common meadow-rue
Magnoliopsida,Ranunculaceae,Thalictrum,foetidum,,
Magnoliopsida,Ranunculaceae,Thalictrum,minus,Talictrón menor,Lesser meadow-rue
Magnoliopsida,Ranunculaceae,Thalictrum,tuberosum,,
Magnoliopsida,Resedaceae,Reseda,alba,Reseda blanca,White mignonette
Magnoliopsida,Resedaceae,Reseda,complicata,,
Magnoliopsida,Resedaceae,Reseda,glauca,,
Magnoliopsida,Resedaceae,Reseda,lutea,Reseda amarilla,Wild mignonette
Magnoliopsida,Resedaceae,Reseda,luteola,Gualda,Weld
Magnoliopsida,Resedaceae,Reseda,odorata,,
Magnoliopsida,Resedaceae,Reseda,phyteuma,,
Magnoliopsida,Resedaceae,Reseda,suffruticosa,,
Magnoliopsida,Rhamnaceae,Rhamnus,alaternus,Aladierno,Mediterranean buckthorn
Magnoliopsida,Rhamnaceae,Rhamnus,alpinus,,Alpine buckthorn
Magnoliopsida,Rhamnaceae,Rhamnus,cathartica,Espino negro,Purging buckthorn
Magnoliopsida,Rhamnaceae,Rhamnus,lycioides,,
Magnoliopsida,Rhamnaceae,Ziziphus,zizyphus,Azufaifo,Jujube
Magnoliopsida,Rosaceae,Agrimonia,eupatoria,Agrimonia,Agrimony
Magnoliopsida,Rosaceae,Agrimonia,procera,,Fragrant agrimony
Magnoliopsida,Rosaceae,Agrimonia,repens,,
Magnoliopsida,Rosaceae,Alchemilla,alpigena,,
Magnoliopsida,Rosaceae,Alchemilla,alpina,Alquimila alpina,Alpine lady's mantle
Magnoliopsida,Rosaceae,Alchemilla,conjuncta,,
Magnoliopsida,Rosaceae,Alchemilla,fischeri,,
Magnoliopsida,Rosaceae,Alchemilla,glabra,,
Magnoliopsida,Rosaceae,Alchemilla,glaucescens,,
Magnoliopsida,Rosaceae,Alchemilla,vulgaris,Alquimila,Lady's mantle
Magnoliopsida,Rosaceae,Alchemilla,xanthochlora,,
Magnoliopsida,Rosaceae,Aruncus,dioicus,Barba de cabra,Buck's beard
Magnoliopsida,Rosaceae,Cotoneaster,integerrimus,,Common cotoneaster
Magnoliopsida,Rosaceae,Cotoneaster,tomentosus,,
Magnoliopsida,Rosaceae,Cotoneaster,nebrodensis,,
Magnoliopsida,Rosaceae,Cotoneaster,obtusifolius,,
Magnoliopsida,Rosaceae,Crataegus,laevigata,,Midland hawthorn
Magnoliopsida,Rosaceae,Crataegus,monogyna,Espino blanco,Common hawthorn
Magnoliopsida,Rosaceae,Filipendula,ulmaria,Reina de los prados,Meadowsweet
Magnoliopsida,Rosaceae,Filipendula,vulgaris,Filipéndula,Dropwort
Magnoliopsida,Rosaceae,Geum,coccineum,,
Magnoliopsida,Rosaceae,Geum,montanum,Geum de montaña,Mountain avens
Magnoliopsida,Rosaceae,Geum,pyrenaicum,,
Magnoliopsida,Rosaceae,Geum,rivale,Cariofilada de riachuelo,Water avens
Magnoliopsida,Rosaceae,Geum,urbanum,Cariofilada,Wood avens
Magnoliopsida,Rosaceae,Potentilla,anserina,Plateada,Silverweed
Magnoliopsida,Rosaceae,Potentilla,argentea,,Hoary cinquefoil
Magnoliopsida,Rosaceae,Potentilla,aurea,Potentila áurea,Golden cinquefoil
Magnoliopsida,Rosaceae,Potentilla,cinerea,,
Magnoliopsida,Rosaceae,Potentilla,erecta,Tormentila,Tormentil
Magnoliopsida,Rosaceae,Potentilla,fragarioides,,
Magnoliopsida,Rosaceae,Potentilla,frigida,,
Magnoliopsida,Rosaceae,Potentilla,grandiflora,,Large-flowered cinquefoil
Magnoliopsida,Rosaceae,Potentilla,hyparctica,,
Magnoliopsida,Rosaceae,Potentilla,micrantha,,Pink barren strawberry
Magnoliopsida,Rosaceae,Potentilla,nevadensis,,
Magnoliopsida,Rosaceae,Potentilla,nivea,,
Magnoliopsida,Rosaceae,Potentilla,pedata,,
Magnoliopsida,Rosaceae,Potentilla,pyrenaica,Potentila pirenaica,
Magnoliopsida,Rosaceae,Potentilla,reptans,Cincoenrama,Creeping cinquefoil
Magnoliopsida,Rosaceae,Potentilla,sterilis,,Barren strawberry
Magnoliopsida,Rosaceae,Prunus,armeniaca,Albaricoquero,Apricot
Magnoliopsida,Rosaceae,Prunus,avium,Cerezo silvestre,Wild cherry
Magnoliopsida,Rosaceae,Prunus,cerasus,Guindo,Sour cherry
Magnoliopsida,Rosaceae,Prunus,domestica,Ciruelo,Plum
Magnoliopsida,Rosaceae,Prunus,domestica ssp. insititia,Ciruela damascena,Damson
Magnoliopsida,Rosaceae,Prunus,dulcis,Almendro,Almond
Magnoliopsida,Rosaceae,Prunus,laurocerasus,Lauroceraso,Cherry laurel
Magnoliopsida,Rosaceae,Prunus,lusitanica,Loro,Portugal laurel
Magnoliopsida,Rosaceae,Prunus,mahaleb,Cerezo de Santa Lucía,Mahaleb cherry
Magnoliopsida,Rosaceae,Prunus,padus,Cerezo aliso,Bird cherry
Magnoliopsida,Rosaceae,Prunus,persica,Melocotonero,Peach
Magnoliopsida,Rosaceae,Prunus,spinosa,Endrino,Blackthorn
Magnoliopsida,Rosaceae,Prunus,tenella,,
Magnoliopsida,Rosaceae,Pyracantha,coccinea,Piracanta,Firethorn
Magnoliopsida,Rosaceae,Pyrus,communis,Peral,Wild pear
Magnoliopsida,Rosaceae,Pyrus,pyraster,,
Magnoliopsida,Rosaceae,Pyrus,spinosa,,
Magnoliopsida,Rosaceae,Rosa,agrestis,,
Magnoliopsida,Rosaceae,Rosa,canina,Rosal silvestre,Dog rose
Magnoliopsida,Rosaceae,Rosa,cassia,,
Magnoliopsida,Rosaceae,Rosa,dumalis,,Glaucous dog rose
Magnoliopsida,Rosaceae,Rosa,gallica,Rosa de Francia,French rose
Magnoliopsida,Rosaceae,Rosa,glauca,Rosa glauca,Redleaf rose
Magnoliopsida,Rosaceae,Rosa,pendulina,Rosa alpina,Alpine rose
Magnoliopsida,Rosaceae,Rosa,pimpinellifolia,Rosal pimpinela,Burnet rose
Magnoliopsida,Rosaceae,Rosa,sempervirens,Rosal siempreverde,Evergreen rose
Magnoliopsida,Rosaceae,Rosa,spinosissima,,Burnet rose
Magnoliopsida,Rosaceae,Rosa,stylosa,,
Magnoliopsida,Rosaceae,Rosa,tomentosa,,Harsh downy rose
Magnoliopsida,Rosaceae,Rubus,caesius,Zarza menor,Dewberry
Magnoliopsida,Rosaceae,Rubus,canescens,,
Magnoliopsida,Rosaceae,Rubus,idaeus,Frambuesa,Raspberry
Magnoliopsida,Rosaceae,Rubus,saxatilis,,Stone bramble
Magnoliopsida,Rosaceae,Sanguisorba,dodecandra,,
Magnoliopsida,Rosaceae,Sanguisorba,minor,Pimpinela menor,Salad burnet
Magnoliopsida,Rosaceae,Sanguisorba,officinalis,Pimpinela mayor,Great burnet
Magnoliopsida,Rosaceae,Sibbaldian,procumbens,,
Magnoliopsida,Rosaceae,Sorbus,aria,Mostajo,Whitebeam
Magnoliopsida,Rosaceae,Sorbus,aucuparia,Serbal de los cazadores,Rowan
Magnoliopsida,Rosaceae,Sorbus,domestica,Serbal doméstico,Service tree
Magnoliopsida,Rosaceae,Sorbus,hybrida,,
Magnoliopsida,Rosaceae,Sorbus,mougeotii,,
Magnoliopsida,Rosaceae,Sorbus,torminalis,Mostajo,Wild service tree
Magnoliopsida,Rosaceae,Spiraea,crenata,,
Magnoliopsida,Rosaceae,Spiraea,salicifolia,,Bridewort
Magnoliopsida,Rubiaceae,Asperula,arvensis,,Blue woodruff
Magnoliopsida,Rubiaceae,Asperula,cynanchica,Asperilla,Squinancywort
Magnoliopsida,Rubiaceae,Asperula,purpurea,,
Magnoliopsida,Rubiaceae,Asperula,tinctoria,Rubia silvestre,
Magnoliopsida,Rubiaceae,Coffea,arabica,Cafeto,Coffee plant
Magnoliopsida,Rubiaceae,Galium,album,,
Magnoliopsida,Rubiaceae,Galium,aparine,Amor de hortelano,Cleavers
Magnoliopsida,Rubiaceae,Galium,lucidum,,
Magnoliopsida,Rubiaceae,Galium,mollugo,Cuajaleche,Hedge bedstraw
Magnoliopsida,Rubiaceae,Galium,odoratum,Asperilla olorosa,Sweet woodruff
Magnoliopsida,Rubiaceae,Galium,palustre,Galio de pantano,Marsh bedstraw
Magnoliopsida,Rubiaceae,Galium,pumilum,,Slender bedstraw
Magnoliopsida,Rubiaceae,Galium,rotundifolium,,
Magnoliopsida,Rubiaceae,Galium,spurium,,
Magnoliopsida,Rubiaceae,Galium,verum,Cuajaleche amarillo,Lady's bedstraw
Magnoliopsida,Rubiaceae,Rubia,peregrina,Rubia silvestre,Wild madder
Magnoliopsida,Rubiaceae,Rubia,tinctorum,Rubia de tintoreros,Madder
Magnoliopsida,Rutaceae,Citrus,aurantium,Naranjo amargo,Bitter orange
Magnoliopsida,Rutaceae,Citrus,limon,Limonero,Lemon
Magnoliopsida,Rutaceae,Citrus,sinensis,Naranjo dulce,Sweet orange
Magnoliopsida,Rutaceae,Citrus,rediculosa,,
Magnoliopsida,Rutaceae,Ruta,chalepensis,Ruda de Alepo,Fringed rue
Magnoliopsida,Rutaceae,Ruta,graveolens,Ruda,Rue
Magnoliopsida,Rutaceae,Ruta,montana,,Mountain rue
Magnoliopsida,Sapindaceae,Acer,campestre,Arce menor,Field maple
Magnoliopsida,Sapindaceae,Acer,monspessulanum,Arce de Montpellier,Montpellier maple
Magnoliopsida,Sapindaceae,Acer,opalus,Arce italiano,Italian maple
Magnoliopsida,Sapindaceae,Acer,platanoides,Arce real,Norway maple
Magnoliopsida,Sapindaceae,Acer,pseudoplatanus,Falso plátano,Sycamore maple
Magnoliopsida,Sapindaceae,Aesculus,hippocastanum,Castaño de Indias,Horse chestnut
Magnoliopsida,Saxifragaceae,Saxifraga,aizoides,,Yellow mountain saxifrage
Magnoliopsida,Saxifragaceae,Saxifraga,canaliculata,,
Magnoliopsida,Saxifragaceae,Saxifraga,cotyledon,,
Magnoliopsida,Saxifragaceae,Saxifraga,cunefolia,,
Magnoliopsida,Saxifragaceae,Saxifraga,cymbalaria,,
Magnoliopsida,Saxifragaceae,Saxifraga,granulata,Saxifraga granulada,Meadow saxifrage
Magnoliopsida,Saxifragaceae,Saxifraga,hirsuta,,
Magnoliopsida,Saxifragaceae,Saxifraga,hostii,,
